English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
social,חברתי / סוציאלי,7,band22,He has good social skills.
society,חברה / אגודה,8,band22,We live in a modern society.
soft,רך / עדין,6,band22,The pillow is soft.
solve,לפתור,7,band22,Can you solve this puzzle?
some,קצת / כמה,5,band22,Would you like some tea?
song,שיר,5,band22,Let's sing a song.
soon,בקרוב,5,band22,I'll be there soon.
sort,סוג / מיון / למיין,7,band22,Sort the cards by color.
sort of,מעין / סוג של,8,band22,I'm sort of hungry.
sort out,למיין / לסדר,8,band22,Let's sort out this problem.
sound,צליל / קול / להישמע,6,band22,I heard a strange sound.
south,דרום,5,band22,They live in the south.
space,חלל / מקום / רווח,7,band22,There's no space left.
speak,לדבר,5,band22,Do you speak English?
specific,ספציפי / מסוים,8,band22,I need specific information.
speed,מהירות / מהירות,7,band22,Reduce your speed.
spend,להוציא / לבלות,6,band22,Don't spend all your money.
spend money,להוציא כסף,6,band22,She spends money on books.
spend time,לבלות זמן,7,band22,I love to spend time with family.
spring,אביב,5,band22,Flowers bloom in spring.
stage,שלב / במה,7,band22,The actors came on stage.
stand,לעמוד,5,band22,Please stand up.
standard,תקן / סטנדרט / רמה,8,band22,This is the standard size.
star,כוכב,5,band22,The stars are bright tonight.
start,להתחיל,5,band22,What time is the start?
state,מדינה / מצב / להצהיר,7,band22,The house is in a bad state.
statement,הצהרה / הודעה,8,band22,The police took a statement.
station,תחנה,5,band22,The bus station is near my house.
stay,להישאר / לשהות,6,band22,Stay here while I'm gone.
step,צעד / שלב,6,band22,Take one step at a time.
stick,מקל / להדביק / להיצמד,7,band22,The dog fetched the stick.
stop,לעצור,2,band22,Stop making noise!
store,חנות,5,band22,The store closes at 8 PM.
story,סיפור,5,band22,Tell me a story.
strange,מוזר / זר,6,band22,That's a strange story.
street,רחוב,5,band22,What street do you live on?
strike,שביתה / להכות / לפגוע,8,band22,The workers are on strike.
strong,חזק,5,band22,He's very strong.
student,תלמיד,2,band22,Every student must do homework.
study,ללמוד / מחקר,5,band22,I study English every day.
stuff,דברים / חומר,7,band22,What's all this stuff?
stupid,טיפש / מטופש,6,band22,That was a stupid thing to do.
subject,נושא / מקצוע / נתון ל,7,band22,What's your favorite subject?
succeed in,להצליח ב,8,band22,I succeeded in passing the test.
suggest,להציע / להמליץ,8,band22,I suggest we leave early.
suggestion,הצעה / המלצה,8,band22,Do you have any suggestions?
suit,חליפה / להתאים,8,band22,He's wearing a black suit.
summer,קיץ,5,band22,We go swimming in summer.
sun,שמש,2,band22,The sun is shining today.
support,לתמוך / תמיכה,7,band22,Thank you for your support.
suppose,להניח / לשער,8,band22,I suppose you're right.
surprise,הפתעה / להפתיע,6,band22,What a nice surprise!
sweet,מתוק / ממתק,5,band22,This cake is too sweet.
swimming,שחייה,5,band22,"We use ""swimming"" in English."
switch off,לכבות,6,band22,Switch off the light when you leave.
switch on,להדליק,6,band22,"Switch on the TV, please."
table,שולחן,2,band22,Set the table for dinner.
take,לקחת,5,band22,"Take an umbrella, it might rain."
take care of,לדאוג ל / לטפל ב,5,band22,I take care of my dog.
take into account,לקחת בחשבון,6,band22,We must take into account all the facts.
take part in,לקחת חלק / להשתתף,7,band22,I will take part in the race.
take place,להתרחש / להתקיים,7,band22,The wedding will take place in June.
talk,לדבר,5,band22,Stop talking and listen.
tall,גבוה,5,band22,He's very tall.
taste,טעם / לטעום,6,band22,This soup has a strange taste.
taxi,מונית,5,band22,"We use ""taxi"" in English."
tea,תה,5,band22,Would you like some tea?
teacher,מורה,2,band22,My teacher is very nice.
team,קבוצה / צוות,6,band22,Our team won the game.
technology,טכנולוגיה,7,band22,Technology changes quickly.
teen,נער / מתבגר,6,band22,The mall is full of teens.
teenager,נער / מתבגר,6,band22,My brother is a teenager.
tell,לספר,5,band22,Tell me a story.
ten,עשר,2,band22,"We use ""ten"" in English."
tend to,נוטה ל / נוהג ל,8,band22,Children tend to ask many questions.
term,"מונח / תקופה / שליש (בי""ס)",8,band22,What does this term mean?
terrible,נורא / איום,6,band22,What terrible news!
test,מבחן,5,band22,We have a test tomorrow.
text,טקסט / מלל / לשלוח הודעה,6,band22,Read the text on page 12.
thank you,תודה,5,band22,"We use ""thank you"" in English."
that,ההוא,5,band22,That book is mine.
the first stage of the game,השלב הראשון של המשחק,8,band22,We won the first stage of the game.
the following,הבא / הבאים,6,band22,"We use ""the following"" in English."
the rest,השאר / היתר,7,band22,I'll do the rest tomorrow.
the State of Israel,מדינת ישראל,6,band22,The State of Israel was established in 1948.
the state of play,מצב המשחק,8,band22,What's the state of play?
the subject of the article,נושא המאמר,8,band22,The subject of the article is climate change.
the whole,כולו / השלם,7,band22,I ate the whole pizza.
theirs,שלהם,5,band22,The yellow car is theirs.
there,שם,5,band22,Put it there.
therefore,לכן / לפיכך,8,band22,"I was sick, therefore I stayed home."
thick,עבה / סמיך,7,band22,The walls are thick.
thin,דק / רזה,6,band22,She's very thin.
thing,דבר,5,band22,What's that thing?
think,לחשוב,5,band22,What do you think about this?
this,הזה,5,band22,This is my house.
thought,מחשבה / חשיבה,7,band22,I had an interesting thought.
thousand,אלף,5,band22,There were a thousand people there.
three,שלוש,2,band22,"We use ""three"" in English."
through,דרך / מבעד,7,band22,We walked through the park.
throw,לזרוק,6,band22,Throw the ball to me.
throw away,לזרוק (לפח),7,band22,Don't throw away good food.
throw out,לזרוק / לסלק,7,band22,Let's throw out the garbage.
ticket,כרטיס,5,band22,I bought tickets for the concert.
tidy,מסודר / לסדר,7,band22,Keep your room tidy.
time,זמן,2,band22,What time is it?
tired,עייף,5,band22,I'm very tired.
title,כותרת / תואר,7,band22,What's the title of the book?
to,ל (מילת יחס),5,band22,"We use ""to"" in English."
to act in a play,לשחק בהצגה,6,band22,She loves to act in a play.
to do with,קשור ל,6,band22,This has nothing to do with you.
today,היום,2,band22,What are you doing today?
together,ביחד,5,band22,Let's work together.
tool,כלי / אמצעי,7,band22,This is a useful tool.
top,פסגה / חלק עליון / ראש,6,band22,Put it on the top shelf.
topic,נושא / נושא לדיון,7,band22,The topic of today's lesson is animals.
total,"סה""כ / מ total / כולל",7,band22,What's the total amount?
touch,מגע / לגעת / ליצור קשר,7,band22,Keep in touch!
tour,סיור / טיול / להסתובב,7,band22,We went on a tour of the museum.
toward,לכיוון / לעבר,7,band22,He walked toward the door.
towards,לכיוון / לעבר,7,band22,She ran towards her mother.
town,עיירה,5,band22,"Our town has 5,000 people."
toy,צעצוע,5,band22,Clean up your toys.
tradition,מסורת,7,band22,It's a family tradition.
traffic,תנועה / תעבורה,6,band22,The traffic is terrible today.
train,רכבת / לאמן,5,band22,The train leaves at 8 AM.
translate,לתרגם,7,band22,Can you translate this to Hebrew?
translation,תרגום,7,band22,Read the English translation.
transport,תחבורה / להעביר,8,band22,Public transport is cheap here.
trash,זבל / אשפה,6,band22,Take out the trash.
travel,לנסוע / נסיעה / טיול,6,band22,I love to travel to new places.
treasure,אוצר,7,band22,The pirates found the treasure.
treat,להתייחס / לטפל / פינוק,8,band22,Treat others with kindness.
tree,עץ,2,band22,The tree is 100 years old.
trick,תרגיל / טריק / להונות,7,band22,That was a clever trick.
trip,טיול,5,band22,We're planning a trip to Europe.
trouble,צרה / בעיה / להפריע,7,band22,Are you in trouble?
trust,אמון / לבטוח,8,band22,I trust you to keep my secret.
tune,מנגינה / לכוון,8,band22,I know that tune.
two,שתיים,2,band22,"We use ""two"" in English."
type,סוג / להקליד,7,band22,What type of music do you like?
ugly,מכוער / גרוע,6,band22,What an ugly building!
under,מתחת,2,band22,The cat is under the table.
under control,בשליטה,6,band22,The situation is under control.
understand,להבין,5,band22,Do you understand the lesson?
unit,יחידה / מדידה,8,band22,A meter is a unit of length.
unless,אלא אם כן / אם לא,8,band22,I'll go unless it rains.
up to,עד / עד ל,7,band22,It's up to you to decide.
use,להשתמש,5,band22,Use a pencil to write.
used to,נהג / היה רגיל,7,band22,I used to live in Tel Aviv.
useful,שימושי / מועיל,7,band22,That's a useful tool.
usual,רגיל / כרגיל,7,band22,Let's meet at the usual time.
vacation,חופשה,6,band22,We're going on vacation.
vegetable,ירק,5,band22,Eat your vegetables.
very,מאוד,5,band22,"We use ""very"" in English."
view,נוף / מבט / דעה / לצפות,8,band22,The view from here is beautiful.
village,כפר,6,band22,My grandmother lives in a small village.
visit,לבקר / ביקור,5,band22,Come for a visit sometime.
voice,קול,6,band22,She has a beautiful voice.
wake up,להתעורר / להעיר,6,band22,I wake up at 7 o'clock.
walk,ללכת,2,band22,I walk to school every day.
wall,קיר,5,band22,Hang the picture on the wall.
want,לרצות,5,band22,I want a new bicycle.
warm,חמים,5,band22,It's warm today.
warn,להזהיר,7,band22,I warned you not to touch it.
was born,נולד,4,band22,"We use ""was born"" in English."
wash,לשטוף,5,band22,Wash your hands before eating.
waste,בזבוז / פסולת / לבזבז,8,band22,Don't waste your time.
watch,שעון / לצפות,5,band22,What time is it on your watch?
water,מים,2,band22,Plants need water to grow.
wave,גל / לנופף,7,band22,Big waves crashed on the beach.
way,דרך,5,band22,This is the way to school.
weather,מזג אוויר,6,band22,The weather is nice today.
week,שבוע,5,band22,There are seven days in a week.
weight,משקל / מבטא,7,band22,What's your weight?
well,היטב,5,band22,I hope you're well.
west,מערב,5,band22,The sun sets in the west.
what,מה,5,band22,"We use ""what"" in English."
what else,מה עוד,5,band22,"We use ""what else"" in English."
whatever,כל מה ש / מה שלא,8,band22,Do whatever you like.
when,מתי,5,band22,When will you finish?
where,איפה,5,band22,"We use ""where"" in English."
which,איזה / אשר,6,band22,Which color do you prefer?
white,לבן,2,band22,I want the white shoes.
who,מי,5,band22,"We use ""who"" in English."
whose,של מי,7,band22,Whose bag is this?
why,למה,5,band22,"We use ""why"" in English."
wide,רחב,6,band22,The river is wide.
wife,אישה / רעיה,6,band22,His wife is a nurse.
win,לנצח / לזכות,5,band22,I hope our team wins.
wind,רוח,5,band22,The wind is blowing hard.
window,חלון,2,band22,"Open the window, it's hot."
winter,חורף,5,band22,It's cold in winter.
with,עם,5,band22,Come with me.
within,בתוך / תוך,8,band22,We must finish within an hour.
wonder,פלא / לתהות,8,band22,I wonder what time it is.
wood,עץ (חומר),6,band22,The table is made of wood.
word,מילה,5,band22,"We use ""word"" in English."
work,לעבוד,2,band22,My parents work hard.
world,עולם,5,band22,I want to travel around the world.
worried about,מודאג מ / דואג בגלל,7,band22,I'm worried about the test.
worry,לדאוג / דאגה,6,band22,"Don't worry, everything will be fine."
worth...ing,שווה / כדאי,8,band22,This movie is worth watching.
would,היה / היה ל,7,band22,I would help if I could.
would rather,מעדיף / עדיף,8,band22,I would rather stay home.
write,לכתוב,2,band22,Write your name at the top.
year,שנה,5,band22,This year went by quickly.
yellow,צהוב,5,band22,I like the yellow one.
yes,כן,2,band22,"""Yes"" is a common response."
yet,עדיין / כבר,7,band22,Are you finished yet?
you,אתה / את,2,band22,"We use ""you"" in English."
young,צעיר,5,band22,She's very young.
yours,שלך,5,band22,Is this book yours?
zero,אפס,5,band22,Ten minus ten equals zero.
a bit,קצת,4,scrap,I'm a bit tired after the game.
all sorts of,כל מיני,6,scrap,The shop sells all sorts of toys.
badly,באופן קשה / מאוד (בהקשר שלילי),6,scrap,He plays badly.
each,כל אחד,5,scrap,Each student has their own desk.
either,או / גם (בשלילה),7,scrap,You can choose either one.
except for,חוץ מ...,6,scrap,Everyone came except for Tom.
get down,לרדת,5,scrap,"Get down from there, it's dangerous."
get something down,להניח,6,scrap,I can't get this medicine down.
give in,להגיש / לתת / להיכנע,6,scrap,Don't give in to pressure.
give out,לחלק,6,scrap,The teacher will give out the papers.
gram,גרם,5,scrap,Add 200 grams of flour.
grow up,לגדול / להתבגר,5,scrap,I want to be a teacher when I grow up.
helicopter,מסוק,6,scrap,The helicopter landed on the roof.
job,עבודה / תפקיד,5,scrap,My dad has a new job.
middle / in the middle,אמצע / באמצע,5,scrap,Put the vase in the middle of the table.
model,דגם,5,scrap,She is a fashion model.
most,רוב,5,scrap,Most students like sports.
no problem,אין בעיה,4,scrap,Can you help? No problem!
online,באינטרנט,4,scrap,You can buy it online.
pack,לארוז,5,scrap,Pack your suitcase tonight.
pay,לשלם,5,scrap,How much did you pay for that?
person,אדם,4,scrap,She is a kind person.
pick up,להרים / לאסוף / לקטוף,5,scrap,Pick up your toys from the floor.
piece,חתיכה / חלק,5,scrap,May I have a piece of cake?
pleasant,נעים,6,scrap,What a pleasant surprise!
police officer,שוטר/ת,4,scrap,The police officer helped us cross the street.
pour,למזוג / לשפוך,5,scrap,Pour the milk into the glass.
prepare,להכין,5,scrap,Prepare your books for tomorrow.
presents,מתנות,4,scrap,The presents are under the tree.
project,פרויקט,5,scrap,Our class project is about recycling.
reading,קריאה,5,scrap,Reading is important for learning.
restaurant,מסעדה,4,scrap,Let's eat at that Italian restaurant.
return,לחזור / להחזיר,5,scrap,Please return my book when you're done.
size,מידה,4,scrap,What size do you wear?
snack,חטיף,4,scrap,I need a snack before practice.
soap,סבון,4,scrap,Wash your hands with soap.
spare time,זמן פנוי,6,scrap,What do you do in your spare time?
surprised,מופתע,5,scrap,I was surprised to see him.
till,עד ש...,6,scrap,Wait here till I come back.
too much,יותר מידי,5,scrap,Don't eat too much candy.
very much,מאוד,4,scrap,I like this game very much.
walk (noun),הליכה / טיול רגלי,4,scrap,Let's go for a walk.
while,בזמן ש...,6,scrap,I read a book while waiting.
worker,עובד / פועל,5,scrap,The workers built a new bridge.
write down,לרשום,5,scrap,Write down the homework.
(all) on your own,לגמרי לבד,8,lexisband3,You have to do this project all on your own.
(at) any minute; any minute now,בכל רגע,8,lexisband3,The bus should arrive any minute now.
"(be) in your twenties/20s/thirties/30s, etc",להיות בשנות העשרים/השלושים,8,lexisband3,She is in her twenties and still studying.
(every) once in a while,מדי פעם,8,lexisband3,We go to the cinema once in a while.
a little sth,קצת משהו,8,lexisband3,Add a little sugar to the tea.
absorb,"לספוג, לקלוט",8,lexisband3,Plants absorb water through their roots.
access,"גישה, כניסה",8,lexisband3,Students have access to the library 24/7.
acquire,"לרכוש, להשיג",8,lexisband3,She acquired new skills in the course.
addition,תוספת,8,lexisband3,"In addition to English, she speaks French."
advance,התקדמות,8,lexisband3,There has been great advance in technology.
advanced,מתקדם,8,lexisband3,This is an advanced level course.
advertising,"פרסום, פרסומת",8,lexisband3,Advertising plays a major role in business.
aggressive,"תוקפני, אגרסיבי",8,lexisband3,His aggressive behavior caused problems.
agriculture,חקלאות,8,lexisband3,Agriculture is important for the economy.
air force,חיל האוויר,8,lexisband3,He served in the air force.
all is well,הכל בסדר,8,lexisband3,"Don't worry, all is well."
all of a sudden,"פתאום, לפתע",8,lexisband3,"All of a sudden, it started raining."
all over the place,בכל מקום,8,lexisband3,His toys are all over the place.
ambassador,שגריר,8,lexisband3,The ambassador met with the president.
ambition,"שאפתנות, שאיפה",8,lexisband3,Her ambition is to become a doctor.
among other things,בין היתר,8,lexisband3,"We discussed, among other things, the budget."
analysis,"ניתוח, אנליזה",8,lexisband3,The analysis showed interesting results.
annoy,"להרגיז, להציק",8,lexisband3,The noise really annoys me.
anxious,"מודאג, חרד",8,lexisband3,She felt anxious before the exam.
apparent,"ברור, נראה לעין",8,lexisband3,It was apparent that he was lying.
approach,"גישה, דרך",8,lexisband3,We need a different approach to this problem.
appropriate,"מתאים, הולם",8,lexisband3,Please wear appropriate clothing.
arrow,"חץ, סימן",8,lexisband3,Follow the arrow to the exit.
artistic,אומנותי,8,lexisband3,She has great artistic talent.
as a matter of fact,"למעשה, לאמיתו של דבר",8,lexisband3,"As a matter of fact, I agree with you."
ashamed,מתבייש,8,lexisband3,He felt ashamed of his behavior.
aside,הצידה,8,lexisband3,She put the book aside and looked at me.
assure,"להבטיח, להרגיע",8,lexisband3,I assure you that everything will be fine.
at fault,אשם,8,lexisband3,The driver was at fault for the accident.
"at his/its, etc. best",במיטבו,8,lexisband3,The team was at its best today.
at least,לפחות,8,lexisband3,You should study at least two hours a day.
atmosphere,"אווירה, אטמוספרה",8,lexisband3,There was a friendly atmosphere at the party.
attraction,"אטרקציה, משיכה",8,lexisband3,The museum is a major attraction.
automatically,"אוטומטית, מאליו",8,lexisband3,The door closes automatically.
awareness,מודעות,8,lexisband3,We need to raise awareness about this issue.
bank account,חשבון בנק,8,lexisband3,I opened a new bank account.
barely,בקושי,8,lexisband3,I could barely see in the dark.
bargain,"מציאה, עסקה",8,lexisband3,This coat is a real bargain.
barrier,"מחסום, מכשול",8,lexisband3,Language can be a barrier to communication.
bay,מפרץ,8,lexisband3,The ship sailed into the bay.
be (just) about to do sth,"עומד ל-, בדיוק הולך ל-",8,lexisband3,I'm just about to leave.
be in charge,להיות אחראי,8,lexisband3,Who is in charge here?
be out of sth,להיגמר ממשהו,8,lexisband3,We're out of milk.
be responsible for sth/doing sth,להיות אחראי ל-,8,lexisband3,She is responsible for the project.
"be situated in/on/by, etc",להיות ממוקם ב-,8,lexisband3,The hotel is situated near the beach.
be expecting (a baby),להיות בהריון,8,lexisband3,They're expecting their first baby.
believe in sth,להאמין במשהו,8,lexisband3,I believe in working hard.
believe it or not,תאמין או לא,8,lexisband3,"Believe it or not, he won the lottery."
bench,ספסל,8,lexisband3,Let's sit on that bench.
bend,"לכופף, לעקם",8,lexisband3,Bend your knees when you lift.
besides,"מלבד, בנוסף",8,lexisband3,"Besides English, she speaks Spanish."
bitter,"מר, מריר",8,lexisband3,The medicine tastes bitter.
blow up (sth/sb),לפוצץ,8,lexisband3,They blew up the old building.
boiled,"מבושל, רתוח",8,lexisband3,Would you like a boiled egg?
bold,"נועז, אמיץ",8,lexisband3,It was a bold decision.
brake,בלם,8,lexisband3,He stepped on the brake.
breast,"חזה, שד",8,lexisband3,Breast cancer awareness is important.
breeze,"רוח קלה, בריזה",8,lexisband3,A cool breeze blew from the sea.
brick,לבנה,8,lexisband3,The house is made of brick.
bring up sb,"לגדל, לחנך",8,lexisband3,She brought up three children alone.
bucket,דלי,8,lexisband3,Fill the bucket with water.
bug,"חרק, באג",8,lexisband3,There's a bug in the computer program.
bull,שור,8,lexisband3,Be careful of the bull in the field.
bunch,"צרור, אשכול",8,lexisband3,I bought a bunch of flowers.
burst into tears,לפרוץ בבכי,8,lexisband3,She burst into tears when she heard the news.
bury,לקבור,8,lexisband3,They buried the treasure in the garden.
butcher,קצב,8,lexisband3,Buy the meat from the butcher.
cab,מונית,8,lexisband3,Let's take a cab to the airport.
cabin,"תא, בקתה",8,lexisband3,We stayed in a small cabin in the woods.
calculate,לחשב,8,lexisband3,Calculate the total cost.
can,"יכול, לפעמים קורה",8,lexisband3,Accidents can happen.
can tell,"יכול לומר, מבחין",8,lexisband3,I can tell she's upset.
capacity,"נפח, קיבולת",8,lexisband3,The bottle has a capacity of one liter.
capture,"ללכוד, לתפוס",8,lexisband3,The police captured the criminal.
casual,"מזדמן, לא רשמי",8,lexisband3,"It's a casual meeting, no need for a suit."
catalog/catalogue,קטלוג,8,lexisband3,Look through the catalog for ideas.
cave,מערה,8,lexisband3,They explored the dark cave.
ceremony,טקס,8,lexisband3,The graduation ceremony was beautiful.
certificate,תעודה,8,lexisband3,She received a certificate of completion.
chairperson,"יו""ר",8,lexisband3,The chairperson opened the meeting.
characteristic,תכונה אופיינית,8,lexisband3,Patience is his main characteristic.
chase,"לרדוף, מרדף",8,lexisband3,The dog chased the cat.
cheat,"לרמות, רמאי",8,lexisband3,Don't cheat on the test.
check in/check out,לעשות צ'ק אין/אאוט,8,lexisband3,Check in at the hotel reception.
Cheers!,לחיים!,8,lexisband3,Cheers! Happy birthday!
claim,"לטעון, קביעה",8,lexisband3,He claims to be innocent.
classic,קלאסי,8,lexisband3,This is a classic example.
clothing,"ביגוד, לבוש",8,lexisband3,The store sells children's clothing.
a broken heart,לב שבור,9,lexisband3,Time heals a broken heart.
a handful of,"קומץ, מעטים",9,lexisband3,Only a handful of students showed up.
a mass of sth,"המון, ערימה של",9,lexisband3,There's a mass of work to do.
"a sharp rise/increase/drop, etc.",עלייה/ירידה חדה,9,lexisband3,There was a sharp rise in prices.
abandon,"לנטוש, לזנוח",9,lexisband3,They had to abandon the project.
adviser/advisor,יועץ,9,lexisband3,She works as a financial adviser.
affair,"עניין, מצב",9,lexisband3,This is a serious affair.
affection,"חיבה, אהבה",9,lexisband3,She has great affection for her grandmother.
against the law,נגד החוק,9,lexisband3,Stealing is against the law.
agenda,סדר יום,9,lexisband3,What's on the agenda for today?
all in all,בסך הכל,9,lexisband3,"All in all, it was a good day."
all over again,שוב מההתחלה,9,lexisband3,I have to do it all over again.
amuse,"לשעשע, לבדר",9,lexisband3,The clown amused the children.
an awful lot (of sth),"המון, כמות עצומה",9,lexisband3,She has an awful lot of work.
ancestor,"אב קדמון, אבות",9,lexisband3,Her ancestors came from Poland.
"any day/minute/time, etc now",בכל רגע,9,lexisband3,They'll arrive any minute now.
appeal,"לערער, ערעור",9,lexisband3,They appealed to the court.
arms,נשק,9,lexisband3,The soldiers laid down their arms.
around/round the clock,מסביב לשעון,9,lexisband3,The store is open around the clock.
arrow,חץ (בקשתות),9,lexisband3,He shot an arrow at the target.
artificial,מלאכותי,9,lexisband3,These are artificial flowers.
artificial intelligence,בינה מלאכותית,9,lexisband3,AI is changing our world.
as a result of sth,כתוצאה מ-,9,lexisband3,"As a result of the rain, the game was cancelled."
as a whole,"כמכלול, בסך הכל",9,lexisband3,The team as a whole performed well.
as far as I know,למיטב ידיעתי,9,lexisband3,"As far as I know, he's still working there."
as far as sb/sth is concerned,בכל מה שנוגע ל-,9,lexisband3,"As far as I'm concerned, you can go."
as follows,כדלקמן,9,lexisband3,The instructions are as follows.
as regards sth,בנוגע ל-,9,lexisband3,"As regards your question, I'll answer later."
as though,כאילו,9,lexisband3,He acts as though nothing happened.
aside,"בצד, חוץ מ-",9,lexisband3,"Money aside, I really enjoy my job."
assignment,"מטלה, משימה",9,lexisband3,Finish your assignment by Friday.
associate,"לשייך, לקשר",9,lexisband3,I don't associate him with that group.
assumption,"הנחה, הנחת יסוד",9,lexisband3,Your assumption is correct.
astonishment,"תדהמה, השתוממות",9,lexisband3,She looked at him in astonishment.
at first sight,במבט ראשון,9,lexisband3,"At first sight, it seems easy."
at risk,בסיכון,9,lexisband3,The building is at risk of collapse.
at your convenience,"בנוחותך, בזמנך",9,lexisband3,Call me at your convenience.
attachment,קובץ מצורף,9,lexisband3,Please see the attachment.
attract/get (sb's) attention,למשוך תשומת לב,9,lexisband3,The bright colors attract attention.
augmented reality,מציאות מדומה,9,lexisband3,AR games are very popular.
autonomy,"אוטונומיה, עצמאות",9,lexisband3,The region has some autonomy.
availability,זמינות,9,lexisband3,Check the availability of the product.
avoid doing sth,להימנע מלעשות משהו,9,lexisband3,Try to avoid making mistakes.
awkward,"מביך, לא נוח",9,lexisband3,There was an awkward silence.
backup,גיבוי,9,lexisband3,Always make a backup of your files.
balance,שיווי משקל; יתרה,9,lexisband3,Check your bank balance.
ban,"איסור, לאסור",9,lexisband3,There's a ban on smoking here.
bare,"חשוף, ריק",9,lexisband3,The walls were bare.
basement,מרתף,9,lexisband3,The basement is very dark.
be (of) any/some/no use,להועיל,9,lexisband3,Is this of any use to you?
be a bad/good influence (on sb),להשפיע לרעה/לטובה,9,lexisband3,Friends can be a good influence.
be a piece of cake,להיות קל מאוד,9,lexisband3,The exam was a piece of cake.
be absorbed in sth,להיות שקוע ב-,9,lexisband3,He was absorbed in his book.
be associated with sth,להיות קשור ל-,9,lexisband3,Smoking is associated with cancer.
be at/on the point of doing sth,להיות על סף,9,lexisband3,I was on the point of leaving.
be based at/in/etc,להיות ממוקם ב-,9,lexisband3,The company is based in London.
be conscious of/that,להיות מודע ל-,9,lexisband3,I'm conscious of my mistakes.
be exposed to sth,להיחשף ל-,9,lexisband3,Children shouldn't be exposed to violence.
be hard on sb,להיות קשה עם מישהו,9,lexisband3,Don't be so hard on yourself.
be in a mood,להיות במצב רוח,9,lexisband3,She's in a bad mood today.
be in favor of sth,להיות בעד משהו,9,lexisband3,I'm in favor of the proposal.
collar,צווארון,8,lexisband3,"Turn up your collar, it's windy."
collector,אוסף,8,lexisband3,He's a stamp collector.
"come after/first/last, etc",לבוא אחרי/ראשון/אחרון,8,lexisband3,Z comes after Y in the alphabet.
competitive,תחרותי,8,lexisband3,The job market is very competitive.
complicated,"מסובך, מורכב",8,lexisband3,The situation is quite complicated.
concern,"לעניין, להדאיג",8,lexisband3,This matter concerns us all.
conditions,תנאים,8,lexisband3,The working conditions are good.
conduct,"לבצע, לנהל",8,lexisband3,They will conduct a survey.
consequence,"תוצאה, השלכה",8,lexisband3,Every action has consequences.
considerable,"ניכר, משמעותי",8,lexisband3,There was considerable damage.
contemporary,"בן זמננו, עכשווי",8,lexisband3,He studies contemporary art.
contest,תחרות,8,lexisband3,She won the singing contest.
continent,יבשת,8,lexisband3,Africa is a large continent.
cope,להתמודד,8,lexisband3,She's coping well with the stress.
correspond,"להתכתב, לכתוב",8,lexisband3,They corresponded for years.
costume,תלבושת,8,lexisband3,She wore a Halloween costume.
courage,אומץ,8,lexisband3,It takes courage to admit mistakes.
crash,"התרסקות, להתרסק",8,lexisband3,The plane crash was tragic.
criterion,"קריטריון, מדד",8,lexisband3,What is the criterion for success?
critic,מבקר,8,lexisband3,The film critic loved the movie.
cure,"תרופה, לרפא",8,lexisband3,There's no cure for the common cold.
customs,מכס,8,lexisband3,Go through customs at the airport.
cut down sth,"לכרות, לצמצם",8,lexisband3,We need to cut down expenses.
cyberbullying,בריונות רשת,8,lexisband3,Cyberbullying is a serious problem.
debt,חוב,8,lexisband3,They're in debt to the bank.
decade,עשור,8,lexisband3,Three decades have passed.
deck,סיפון,8,lexisband3,We sat on the ship's deck.
declare,"להצהיר, להכריז",8,lexisband3,He declared his love for her.
decorate,"לקשט, לעטר",8,lexisband3,They decorated the house for Christmas.
decrease,"ירידה, להפחית",8,lexisband3,There's been a decrease in crime.
dedicate,להקדיש לזכר,8,lexisband3,The statue is dedicated to fallen soldiers.
defeat,"תבוסה, להביס",8,lexisband3,They suffered a crushing defeat.
delayed,"מאוחר, עוכב",8,lexisband3,The flight was delayed by two hours.
deliberately,"במתכוון, בכוונה",8,lexisband3,He deliberately ignored me.
demanding,"תובעני, דורש",8,lexisband3,It's a demanding job.
demonstrate,להפגין,8,lexisband3,Thousands demonstrated against the war.
departure,"יציאה, המראה",8,lexisband3,The departure time is 3 PM.
deposit,"פיקדון, לשם",8,lexisband3,I need to make a deposit at the bank.
destination,יעד,8,lexisband3,What's your final destination?
destruction,הרס,8,lexisband3,The earthquake caused massive destruction.
detect,"לזהות, לגלות",8,lexisband3,The device can detect smoke.
determine,לקבוע,8,lexisband3,We need to determine the cause.
development,"אירוע, תהליך",8,lexisband3,This is an interesting development.
devil,שטן,8,lexisband3,"Speak of the devil, here he comes!"
diagram,"תרשים, דיאגרמה",8,lexisband3,Draw a diagram to explain.
differ,לא להסכים,8,lexisband3,I differ with you on this point.
differ,להשתנות מאוד,8,lexisband3,Opinions differ widely on this issue.
difficult,לא ידידותי,8,lexisband3,He's a difficult person to work with.
direct,לביים,8,lexisband3,Who directed this film?
disabled,נכה,8,lexisband3,There are facilities for disabled people.
disagreement,אי הסכמה,8,lexisband3,We had a disagreement about the plan.
dishonest,לא ישר,8,lexisband3,That was a dishonest thing to do.
disk,דיסק,8,lexisband3,Save the file to disk.
dislike,"לשנוא, שנאה",8,lexisband3,I dislike his attitude.
dispute,מחלוקת,8,lexisband3,There's a dispute over the land.
distinguish,"להבדיל, לזהות",8,lexisband3,Can you distinguish between them?
disturb,"להפריע, להטריד",8,lexisband3,Sorry to disturb you.
divorce,גירושין,8,lexisband3,Their divorce was finalized.
